"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15820","Register a new user and complete checkout","","Thu Dec 11 18:22:30 IST 2025","passed","Thu Dec 11 18:22:46 IST 2025","","","",""
